Frame,Nase_X,Nase_Y,Nase_Z,Nase_visibility,l_Auge_X,l_Auge_Y,l_Auge_Z,l_Auge_visibility,r_Auge_X,r_Auge_Y,r_Auge_Z,r_Auge_visibility,l_Ohr_X,l_Ohr_Y,l_Ohr_Z,l_Ohr_visibility,r_Ohr_X,r_Ohr_Y,r_Ohr_Z,r_Ohr_visibility,LShoulderRoll_X,LShoulderRoll_Y,LShoulderRoll_Z,LShoulderRoll_visibility,RShoulderRoll_X,RShoulderRoll_Y,RShoulderRoll_Z,RShoulderRoll_visibility,LElbowRoll_X,LElbowRoll_Y,LElbowRoll_Z,LElbowRoll_visibility,RElbowRoll_X,RElbowRoll_Y,RElbowRoll_Z,RElbowRoll_visibility,LWrist_X,LWrist_Y,LWrist_Z,LWrist_visibility,RWrist_X,RWrist_Y,RWrist_Z,RWrist_visibility,LHipRoll_X,LHipRoll_Y,LHipRoll_Z,LHipRoll_visibility,RHipRoll_X,RHipRoll_Y,RHipRoll_Z,RHipRoll_visibility,LKnee_X,LKnee_Y,LKnee_Z,LKnee_visibility,RKnee_X,RKnee_Y,RKnee_Z,RKnee_visibility,LAnkle_X,LAnkle_Y,LAnkle_Z,LAnkle_visibility,RAnkle_X,RAnkle_Y,RAnkle_Z,RAnkle_visibility
1,-0.03219732642173767,-0.6426129937171936,-0.34468311071395874,0.9997921586036682,-0.00487310066819191,-0.6597760319709778,-0.31838494539260864,0.9994779229164124,-0.031072018668055534,-0.6685870885848999,-0.3522735834121704,0.9996770620346069,0.0731133222579956,-0.6404595375061035,-0.22471943497657776,0.9997931122779846,-0.07467992603778839,-0.6036614775657654,-0.20958572626113892,0.9994296431541443,0.1654175966978073,-0.4568765461444855,-0.11011572182178497,0.9999681711196899,-0.14625060558319092,-0.5172556042671204,-0.03426814079284668,0.99989914894104,0.20277594029903412,-0.2391829639673233,-0.07658375799655914,0.9983494281768799,-0.14150968194007874,-0.2042587399482727,-0.0474841482937336,0.9902493357658386,0.18668974936008453,-0.003588799387216568,-0.0629943236708641,0.9978971481323242,-0.16158586740493774,0.007688680663704872,-0.1252092570066452,0.9943144917488098,0.09550260752439499,0.0033591934479773045,0.01781008206307888,0.9997171759605408,-0.09354136139154434,-0.007262962404638529,-0.01629767194390297,0.999671459197998,0.09099716693162918,0.4154781997203827,-0.018250588327646255,0.9516966938972473,-0.04367135465145111,0.329241544008255,0.02001888118684292,0.9105882048606873,0.10048222541809082,0.7472304701805115,0.17638200521469116,0.760187566280365,-0.06183447316288948,0.7081761360168457,0.1958530694246292,0.7786521315574646
2,-0.034425415098667145,-0.6414422392845154,-0.34774768352508545,0.9997759461402893,-0.007229876704514027,-0.6590127348899841,-0.323074609041214,0.9994319677352905,-0.033369362354278564,-0.6679260730743408,-0.35649487376213074,0.9996569752693176,0.07090497761964798,-0.6400632262229919,-0.23221275210380554,0.9997662901878357,-0.0778152346611023,-0.6037293672561646,-0.21537534892559052,0.9993877410888672,0.16481555998325348,-0.457190603017807,-0.11580823361873627,0.9999644160270691,-0.14644622802734375,-0.517763614654541,-0.04151148721575737,0.9998936057090759,0.20152650773525238,-0.23979845643043518,-0.08878178149461746,0.9982238411903381,-0.15365242958068848,-0.20454317331314087,-0.05204617977142334,0.9900426864624023,0.1825324445962906,-0.004372912459075451,-0.07280509918928146,0.997572660446167,-0.17477639019489288,0.007374895736575127,-0.12647870182991028,0.9940905570983887,0.09521476179361343,0.0033475924283266068,0.017606794834136963,0.9997122287750244,-0.0932072177529335,-0.007222973741590977,-0.01609179750084877,0.9996693134307861,0.09251696616411209,0.41232627630233765,-0.010241103358566761,0.951991081237793,-0.042518630623817444,0.32715165615081787,0.03275952488183975,0.9102301597595215,0.10063893347978592,0.7397087812423706,0.18616794049739838,0.7654659152030945,-0.06157403811812401,0.7049551010131836,0.2116471529006958,0.7834914326667786
3,-0.03548789769411087,-0.6413054466247559,-0.34877902269363403,0.9997714757919312,-0.008123248815536499,-0.6589789986610413,-0.32465994358062744,0.9994232654571533,-0.0342603400349617,-0.6679201722145081,-0.3577655255794525,0.999652624130249,0.07046247273683548,-0.6400303840637207,-0.234695166349411,0.9997590780258179,-0.0785796195268631,-0.6042922735214233,-0.21676990389823914,0.9993711113929749,0.1645623743534088,-0.45736831426620483,-0.11860347539186478,0.9999626278877258,-0.14648638665676117,-0.5185115337371826,-0.04247166961431503,0.9998884797096252,0.200384721159935,-0.24005034565925598,-0.09274489432573318,0.9982127547264099,-0.15734823048114777,-0.20475603640079498,-0.05222157761454582,0.9898431301116943,0.18163152039051056,-0.00550798187032342,-0.07541212439537048,0.9975185394287109,-0.17864052951335907,0.007268920540809631,-0.12649434804916382,0.993852436542511,0.09505906701087952,0.003312761429697275,0.017387358471751213,0.9997121691703796,-0.09301305562257767,-0.007142374292016029,-0.015865134075284004,0.9996693730354309,0.09439949691295624,0.4094619154930115,-0.002962562022730708,0.9533187747001648,-0.04049680754542351,0.3254895806312561,0.03776811063289642,0.9122406840324402,0.10101139545440674,0.7326276302337646,0.1993912309408188,0.7731102705001831,-0.05832627788186073,0.7012755870819092,0.22108475863933563,0.7905799746513367
4,-0.035525619983673096,-0.640592634677887,-0.3487952947616577,0.9997566342353821,-0.008196940645575523,-0.6584804654121399,-0.3246089518070221,0.9993825554847717,-0.034414324909448624,-0.6674414277076721,-0.3577324151992798,0.9996324181556702,0.07037173956632614,-0.6398211717605591,-0.2344113141298294,0.9997355341911316,-0.07947277277708054,-0.6042948961257935,-0.21664901077747345,0.9993287920951843,0.1646192967891693,-0.4573819637298584,-0.11817881464958191,0.9999595284461975,-0.14654801785945892,-0.5186892151832581,-0.04379454627633095,0.9998835325241089,0.200372576713562,-0.24001286923885345,-0.09195799380540848,0.9981222152709961,-0.15896376967430115,-0.20476338267326355,-0.05549678951501846,0.9898279905319214,0.18154394626617432,-0.006251244805753231,-0.07505416125059128,0.9973561763763428,-0.1793845295906067,0.007264794781804085,-0.13021115958690643,0.9937883019447327,0.09502879530191422,0.0033010069746524096,0.017483368515968323,0.9997130036354065,-0.0929722860455513,-0.00709935836493969,-0.015938524156808853,0.9996721148490906,0.09643872827291489,0.40854477882385254,6.822800969530363e-06,0.9541236758232117,-0.040145017206668854,0.3253193199634552,0.03842330724000931,0.9135860800743103,0.10297150164842606,0.7307190299034119,0.2019578069448471,0.7799103856086731,-0.058355968445539474,0.6996879577636719,0.22496242821216583,0.7965397238731384
5,-0.03613261878490448,-0.6390977501869202,-0.34972381591796875,0.9997515678405762,-0.008689364418387413,-0.6572830080986023,-0.3257926404476166,0.9993664026260376,-0.03494810685515404,-0.6663374900817871,-0.35868605971336365,0.9996258616447449,0.07030336558818817,-0.6389320492744446,-0.23535314202308655,0.9997227787971497,-0.07979725301265717,-0.60422283411026,-0.2171483337879181,0.9993067979812622,0.1646212786436081,-0.45703282952308655,-0.11799956113100052,0.9999576210975647,-0.14655090868473053,-0.518947422504425,-0.044312696903944016,0.9998818039894104,0.20037661492824554,-0.23914004862308502,-0.09171334654092789,0.9981054663658142,-0.16109581291675568,-0.2048637419939041,-0.05541964992880821,0.9899302124977112,0.18169257044792175,-0.006211745087057352,-0.07284948229789734,0.9972981810569763,-0.18118883669376373,0.007634665817022324,-0.13027311861515045,0.9937498569488525,0.09501389414072037,0.0032909277360886335,0.017800303176045418,0.999713122844696,-0.09295184910297394,-0.007070410531014204,-0.016240347176790237,0.9996750950813293,0.0988365188241005,0.4085845649242401,0.00031545449746772647,0.9544599652290344,-0.0397762767970562,0.3253064453601837,0.03729834035038948,0.9153773784637451,0.10423412173986435,0.73073810338974,0.20175622403621674,0.7819880843162537,-0.058157384395599365,0.6996495127677917,0.22383815050125122,0.8004290461540222
6,-0.03800100088119507,-0.6390485763549805,-0.349511057138443,0.9997527003288269,-0.010661264881491661,-0.6572743654251099,-0.32574722170829773,0.9993669390678406,-0.03690105304121971,-0.6663187146186829,-0.35852372646331787,0.9996287226676941,0.06891297549009323,-0.6389280557632446,-0.23520159721374512,0.9997189044952393,-0.08116043359041214,-0.6042912006378174,-0.21696628630161285,0.9993053078651428,0.16437257826328278,-0.4570659399032593,-0.11785738170146942,0.9999563097953796,-0.1467159539461136,-0.519166111946106,-0.044084712862968445,0.9998806715011597,0.2002989500761032,-0.2392212301492691,-0.09112098067998886,0.9980974197387695,-0.16204608976840973,-0.20498435199260712,-0.05420587584376335,0.9899088144302368,0.18172504007816315,-0.0065961359068751335,-0.07272191345691681,0.9972336888313293,-0.18148109316825867,0.007528793532401323,-0.12914299964904785,0.993661105632782,0.09491579234600067,0.0032753674313426018,0.017729274928569794,0.9997086524963379,-0.09284276515245438,-0.007042544428259134,-0.016173724085092545,0.9996727108955383,0.09897016733884811,0.40839678049087524,0.00016750377835705876,0.9541417956352234,-0.03847305104136467,0.3248925507068634,0.03664680942893028,0.9149925112724304,0.10526461899280548,0.730862021446228,0.20059171319007874,0.7822796702384949,-0.055830880999565125,0.6997289657592773,0.22240230441093445,0.8013765215873718
7,-0.04119586572051048,-0.6387327909469604,-0.349742591381073,0.9997478127479553,-0.013680248521268368,-0.657089114189148,-0.3262185752391815,0.9993546605110168,-0.039840199053287506,-0.6661096811294556,-0.35872364044189453,0.999622106552124,0.06731657683849335,-0.6387845873832703,-0.23680631816387177,0.9997106194496155,-0.08237626403570175,-0.6042323708534241,-0.21707379817962646,0.9992867708206177,0.16387604176998138,-0.45709511637687683,-0.11898121237754822,0.9999552965164185,-0.14698061347007751,-0.5191776752471924,-0.044052574783563614,0.9998796582221985,0.1999124139547348,-0.23938843607902527,-0.09165642410516739,0.998062014579773,-0.1644275188446045,-0.20513583719730377,-0.05327102541923523,0.9899106025695801,0.18154123425483704,-0.007220048923045397,-0.07270729541778564,0.9971448183059692,-0.18275685608386993,0.007417535409331322,-0.1273849606513977,0.993619441986084,0.09485330432653427,0.0032398647163063288,0.017680879682302475,0.9997130036354065,-0.09277170896530151,-0.006973267067223787,-0.01612260192632675,0.9996791481971741,0.09930060803890228,0.4074642062187195,0.00029750296380370855,0.9549100399017334,-0.038503699004650116,0.3248312771320343,0.03671937435865402,0.9165977835655212,0.1053263321518898,0.7283366322517395,0.2026904672384262,0.7869977951049805,-0.05586908012628555,0.6985387206077576,0.22337216138839722,0.8057423830032349
8,-0.04123993590474129,-0.6387842893600464,-0.34983718395233154,0.9997529983520508,-0.013713394291698933,-0.6572097539901733,-0.3262622356414795,0.9993687272071838,-0.03995808586478233,-0.6662004590034485,-0.3587320148944855,0.9996307492256165,0.06732898205518723,-0.638863742351532,-0.23665574193000793,0.9997153282165527,-0.08260040730237961,-0.6043671369552612,-0.21696612238883972,0.9992961883544922,0.16400304436683655,-0.4571627974510193,-0.11869800835847855,0.9999549388885498,-0.14699098467826843,-0.5193408131599426,-0.04377082735300064,0.9998793601989746,0.20139966905117035,-0.23936183750629425,-0.09090927988290787,0.9980908036231995,-0.16419799625873566,-0.20559287071228027,-0.05219471827149391,0.9900543093681335,0.18214647471904755,-0.007258344441652298,-0.07182943820953369,0.9971708655357361,-0.1825544387102127,0.006989603862166405,-0.1272704303264618,0.9936541318893433,0.0948474183678627,0.003221523016691208,0.017708737403154373,0.9997203350067139,-0.09276306629180908,-0.0069341398775577545,-0.016141675412654877,0.9996882081031799,0.10088089108467102,0.4074243903160095,0.0005416152416728437,0.9567161798477173,-0.03847239166498184,0.32471808791160583,0.03644831106066704,0.9201371669769287,0.10555924475193024,0.7271327972412109,0.20656158030033112,0.7955746650695801,-0.05585673823952675,0.6978647112846375,0.2237948626279831,0.8144675493240356
9,-0.0412079356610775,-0.6387656927108765,-0.3499775826931,0.9997466802597046,-0.013680503703653812,-0.6572049260139465,-0.3263840973377228,0.9993522763252258,-0.039941318333148956,-0.6661980152130127,-0.3588778078556061,0.9996216893196106,0.06730784475803375,-0.6388504505157471,-0.2366405874490738,0.9997047781944275,-0.08280571550130844,-0.6044413447380066,-0.21711817383766174,0.9992716908454895,0.16396640241146088,-0.4572083055973053,-0.11861312389373779,0.9999537467956543,-0.1470777541399002,-0.519361138343811,-0.04372374340891838,0.9998769164085388,0.20128145813941956,-0.23934921622276306,-0.09070394188165665,0.998084306716919,-0.16540639102458954,-0.2056000679731369,-0.05143492668867111,0.9900487661361694,0.18216829001903534,-0.007199220359325409,-0.0708485022187233,0.9971429705619812,-0.18282686173915863,0.007084586191922426,-0.12521031498908997,0.993553876876831,0.09482596069574356,0.003156691789627075,0.017683709040284157,0.999722957611084,-0.09273646026849747,-0.006825571414083242,-0.016112476587295532,0.9996918439865112,0.10388912260532379,0.40729737281799316,0.001403897418640554,0.9576907157897949,-0.03760134056210518,0.32472655177116394,0.036792926490306854,0.9217868447303772,0.10790017247200012,0.7263424396514893,0.2093443125486374,0.7994964122772217,-0.05449705570936203,0.6978756189346313,0.2251160442829132,0.8190050721168518
10,-0.04087163880467415,-0.6375642418861389,-0.3500351011753082,0.9997455477714539,-0.013496405445039272,-0.656143069267273,-0.3263826072216034,0.9993487596511841,-0.039815209805965424,-0.6650578379631042,-0.3589728772640228,0.9996207356452942,0.06722931563854218,-0.638191282749176,-0.23631010949611664,0.9997010827064514,-0.08326799422502518,-0.6039648652076721,-0.2172156572341919,0.9992636442184448,0.16388913989067078,-0.45707592368125916,-0.11769907921552658,0.9999529719352722,-0.14780093729496002,-0.519017219543457,-0.0437905378639698,0.9998751282691956,0.20128366351127625,-0.23868706822395325,-0.09018770605325699,0.9980749487876892,-0.16513706743717194,-0.20382541418075562,-0.051720719784498215,0.9900758266448975,0.1822889745235443,-0.00669713132083416,-0.07072567194700241,0.9971326589584351,-0.18261928856372833,0.0075767128728330135,-0.12632690370082855,0.9935815334320068,0.0948266088962555,0.0030880782287567854,0.017906930297613144,0.9997210502624512,-0.0927310585975647,-0.006740703713148832,-0.016321733593940735,0.9996901154518127,0.1041206642985344,0.4074501395225525,0.0016225377330556512,0.9582600593566895,-0.03716113790869713,0.32541757822036743,0.0338546521961689,0.9231051802635193,0.10827874392271042,0.7265923023223877,0.20858363807201385,0.8034626245498657,-0.05455775186419487,0.698311448097229,0.22338277101516724,0.8231481909751892
